Tittle,Year Release,MPAA Rating,Duration(minutes),IMDB Score,Metascore,Genre 1,Genre 2,Genre 3,Gross($M)
The Lighthouse,I 2019,R,109,7.5,83,Drama,Fantasy,Horror,0.43
Locke,2013,R,85,7.1,81,Drama,NA,NA,1.36
Pokémon: Detective Pikachu,2019,SU,104,6.6,53,Action,Adventure,Comedy,144.11
Sleeping Beauty,1959,G,75,7.2,85,Animation,Family,Fantasy,51.6
It's Kind of a Funny Story,2010,PG-13,101,7.1,63,Comedy,Drama,Romance,6.35
Fun with Dick and Jane,2005,PG-13,90,6.2,47,Comedy,Crime,NA,110.33
Transformers: The Last Knight,2017,13+,154,5.2,27,Action,Adventure,Sci-Fi,130.17
The Wedding Singer,1998,PG-13,97,6.8,59,Comedy,Music,Romance,80.25
We Bought a Zoo,2011,PG,124,7.1,58,Comedy,Drama,Family,75.62
Little Women,2019,13+,135,7.8,91,Drama,Romance,NA,108.1
"Dude, Where's My Car?",2000,D,83,5.5,30,Comedy,Mystery,Sci-Fi,46.73
Trading Places,1983,NA,116,7.5,69,Comedy,NA,NA,90.4
The Post,2017,13+,116,7.2,83,Drama,Thriller,NA,81.9
Foxcatcher,2014,R,134,7,81,Biography,Drama,History,12.1
Four Brothers,2005,R,109,6.8,49,Action,Crime,Drama,74.49
Bad Santa,2003,R,92,7,70,Comedy,Crime,Drama,60.06
Killing Them Softly,2012,R,97,6.2,64,Crime,Drama,Thriller,15.03
A Serious Man,2009,R,106,7,84,Comedy,Drama,NA,9.19
I Know What You Did Last Summer,1997,R,101,5.7,52,Horror,Mystery,NA,72.59
The Last Stand,2013,D,107,6.3,54,Action,Thriller,NA,12.05
Carrie,2013,D,100,5.9,53,Drama,Horror,NA,35.27
9,I 2009,PG-13,79,7.1,60,Animation,Action,Adventure,31.74
Kung Fu Panda 3,2016,SU,95,7.1,66,Animation,Action,Adventure,143.53
Tower Heist,2011,PG-13,104,6.2,59,Action,Comedy,Crime,78.05
Devil,2010,PG-13,80,6.2,44,Horror,Mystery,Thriller,33.58
Sing,2016,SU,108,7.1,59,Animation,Comedy,Family,270.4
The Rocky Horror Picture Show,1975,NA,100,7.4,65,Comedy,Musical,NA,139.88
Resident Evil: Retribution,2012,R,95,5.4,39,Action,Horror,Sci-Fi,42.35
Kramer vs. Kramer,1979,D,105,7.8,77,Drama,NA,NA,106.26
Robots,2005,PG,91,6.3,64,Animation,Adventure,Comedy,128.2
Chasing Amy,1997,R,113,7.2,71,Comedy,Drama,Romance,12.01
The Constant Gardener,2005,R,129,7.4,82,Drama,Mystery,Romance,33.58
Snakes on a Plane,2006,R,105,5.4,58,Action,Adventure,Crime,34.02
The NeverEnding Story,1984,NA,102,7.4,46,Adventure,Drama,Family,20.16
Into the Woods,2014,17+,125,5.9,69,Adventure,Comedy,Drama,128
Rocketman,I 2019,R,121,7.3,69,Biography,Drama,Music,96.37
Jack the Giant Slayer,2013,PG-13,114,6.2,51,Adventure,Fantasy,NA,65.19
Frozen II,2019,PG,103,6.9,64,Animation,Adventure,Comedy,477.37
A Time to Kill,1996,R,149,7.5,54,Crime,Drama,Thriller,108.77
A Fish Called Wanda,1988,NA,108,7.5,80,Comedy,Crime,NA,63.49
Pixels,2015,13+,105,5.5,27,Action,Comedy,Fantasy,78.75
Payback,I 1999,R,100,7.1,46,Action,Crime,Drama,81.53
Magic Mike,2012,R,110,6.1,72,Comedy,Drama,NA,113.72
Manhattan,1979,NA,96,7.9,83,Comedy,Drama,Romance,45.7
The Equalizer 2,2018,17+,121,6.7,50,Action,Crime,Thriller,102.08
Billy Madison,1995,PG-13,89,6.4,16,Comedy,NA,NA,25.59
The Other Woman,2014,PG-13,109,6,39,Comedy,Romance,NA,83.91
Harold & Kumar Escape from Guantanamo Bay,2008,R,114,6.6,57,Adventure,Comedy,NA,38.09
Bambi,1942,G,70,7.3,91,Animation,Drama,Family,102.8
The Lego Batman Movie,2017,PG,104,7.3,75,Animation,Action,Comedy,175.75
Pinocchio,1940,G,88,7.4,99,Animation,Comedy,Family,84.25
Final Destination 3,2006,R,93,5.8,41,Horror,Thriller,NA,54.1
White Chicks,2004,D,109,5.6,41,Comedy,Crime,NA,70.83
The Scorpion King,2002,PG-13,92,5.5,45,Action,Adventure,Fantasy,91.05
Lost Highway,1997,R,134,7.6,52,Mystery,Thriller,NA,3.8
Brooklyn,2015,PG-13,117,7.5,88,Drama,Romance,NA,38.32
Clerks II,2006,R,97,7.3,65,Comedy,NA,NA,24.14
The Texas Chainsaw Massacre,2003,R,98,6.2,38,Horror,NA,NA,80.57
Gamer,2009,R,95,5.8,27,Action,Sci-Fi,Thriller,20.49
The Negotiator,1998,R,140,7.3,62,Action,Crime,Drama,44.48
Godzilla: King of the Monsters,2019,13+,132,6,48,Action,Adventure,Fantasy,110.5
Lara Croft Tomb Raider: The Cradle of Life,2003,PG-13,117,5.6,43,Action,Adventure,Fantasy,65.66
We Were Soldiers,2002,R,138,7.2,65,Action,Drama,History,78.12
Green Zone,2010,R,115,6.8,63,Action,Drama,Thriller,35.05
A Christmas Story,1983,NA,93,7.9,77,Comedy,Family,NA,20.61
The Recruit,2003,PG-13,115,6.6,56,Action,Thriller,NA,52.8
Crimson Peak,2015,R,119,6.5,66,Drama,Fantasy,Horror,31.09
Trainwreck,2015,R,125,6.2,75,Comedy,Drama,Romance,110.21
Horton Hears a Who!,2008,NA,86,6.8,71,Animation,Adventure,Comedy,154.53
Logan Lucky,2017,13+,118,7,78,Comedy,Crime,Drama,27.78
Under the Skin,I 2013,R,108,6.3,80,Drama,Horror,Sci-Fi,2.61
Rope,1948,NA,80,8,73,Crime,Drama,Mystery,NA
Ralph Breaks the Internet,2018,SU,112,7.1,71,Animation,Adventure,Comedy,201.09
The Count of Monte Cristo,2002,PG-13,131,7.8,61,Action,Adventure,Drama,54.23
My Best Friend's Wedding,1997,PG-13,105,6.3,50,Comedy,Drama,Romance,127.12
An Education,2009,PG-13,100,7.3,85,Drama,NA,NA,12.57
Dumb and Dumber To,2014,PG-13,109,5.6,36,Comedy,NA,NA,86.21
This Is Spinal Tap,1984,NA,82,7.9,92,Comedy,Music,NA,0.19
Alice in Wonderland,1951,NA,75,7.4,68,Animation,Adventure,Family,NA
Kôkaku Kidôtai,1995,NA,83,8,76,Animation,Action,Crime,0.52
Last Vegas,2013,PG-13,105,6.6,48,Comedy,Drama,NA,63.91
Matilda,1996,PG,98,6.9,72,Comedy,Family,Fantasy,33.08
Seven Years in Tibet,1997,PG-13,136,7.1,55,Adventure,Biography,Drama,37.96
Scream 4,2011,R,111,6.1,52,Horror,Mystery,NA,38.18
The Mortal Instruments: City of Bones,2013,PG-13,130,5.9,33,Action,Adventure,Fantasy,31.17
Joy,I 2015,PG-13,124,6.6,56,Biography,Drama,NA,56.45
The Princess Diaries,2001,G,111,6.3,52,Comedy,Family,Romance,108.25
A Bronx Tale,1993,R,121,7.8,80,Crime,Drama,Romance,17.27
Let's Be Cops,2014,R,104,6.4,30,Action,Comedy,Crime,82.39
This Is 40,2012,R,134,6.2,59,Comedy,Romance,NA,67.54
The Invention of Lying,2009,PG-13,100,6.4,58,Comedy,Fantasy,Romance,18.44
Bad Times at the El Royale,2018,17+,141,7.1,60,Crime,Drama,Mystery,17.84
The Dark Tower,2017,13+,95,5.6,34,Action,Adventure,Fantasy,50.7
The Book Thief,2013,PG-13,131,7.6,53,Drama,War,NA,21.49
The Men Who Stare at Goats,2009,R,94,6.2,54,Comedy,War,NA,32.42
Shallow Hal,2001,PG-13,114,5.9,48,Comedy,Drama,Fantasy,70.84
Coach Carter,2005,PG-13,136,7.3,57,Biography,Drama,Sport,67.26
Kung fu,2004,R,99,7.7,78,Action,Comedy,Fantasy,17.11
Roman Holiday,1953,NA,118,8,78,Comedy,Romance,NA,NA
She's Out of My League,2010,R,104,6.4,46,Comedy,Romance,NA,31.58
Mad Max Beyond Thunderdome,1985,NA,107,6.3,71,Action,Adventure,Sci-Fi,36.2
Dune,1984,NA,137,6.5,39,Action,Adventure,Sci-Fi,30.93
Rocky V,1990,NA,104,5.3,55,Drama,Sport,NA,40.95
Raising Arizona,1987,NA,94,7.3,68,Comedy,Crime,NA,22.85
16 Blocks,2006,PG-13,102,6.6,63,Action,Crime,Drama,36.9
Reign of Fire,2002,PG-13,101,6.2,39,Action,Adventure,Fantasy,43.06
A Simple Favor,2018,17+,117,6.8,67,Comedy,Crime,Drama,53.55
Still Alice,2014,PG-13,101,7.5,72,Drama,NA,NA,18.75
Billy Elliot,2000,R,110,7.7,74,Drama,Music,NA,22
Along Came Polly,2004,PG-13,90,6,44,Comedy,Romance,NA,88.1
Tombstone,1993,R,130,7.8,50,Action,Biography,Drama,56.51
The Kids Are All Right,2010,R,106,7,86,Comedy,Drama,Romance,20.81
Syriana,2005,R,128,6.9,76,Drama,Thriller,NA,50.82
Peter Pan,1953,G,77,7.3,76,Animation,Adventure,Family,87.4
"10,000 BC",2008,PG-13,109,5.1,34,Action,Adventure,Drama,94.78
Blazing Saddles,1974,NA,93,7.7,73,Comedy,Western,NA,119.5
Miller's Crossing,1990,NA,115,7.7,66,Crime,Drama,Thriller,5.08
"Good Morning, Vietnam",1987,NA,121,7.3,67,Biography,Comedy,Drama,123.92
Stuart Little,1999,PG,84,5.9,61,Adventure,Comedy,Family,140.04
Escape from New York,1981,NA,99,7.2,76,Action,Adventure,Sci-Fi,25.24
The Break-Up,2006,PG-13,106,5.8,45,Comedy,Drama,Romance,118.7
Boyz n the Hood,1991,21+,112,7.8,76,Crime,Drama,NA,57.5
The Curse of the Were-Rabbit,2005,NA,85,7.4,87,Animation,Adventure,Comedy,56.11
Capote,2005,R,114,7.3,88,Biography,Crime,Drama,28.75
Deep Blue Sea,1999,R,105,5.9,54,Action,Adventure,Sci-Fi,73.65
Freaky Friday,2003,PG,97,6.2,70,Comedy,Family,Fantasy,110.23
The Great Wall,I 2016,R,103,5.9,42,Action,Adventure,Fantasy,45.54
The Campaign,2012,R,85,6.1,50,Comedy,NA,NA,86.91
The Monuments Men,2014,PG-13,118,6.1,52,Comedy,Drama,History,78.03
Identity Thief,2013,R,111,5.7,35,Comedy,Crime,Drama,134.51
Æon Flux,2005,PG-13,93,5.5,36,Action,Adventure,Sci-Fi,25.86
The Hours,2002,PG-13,110,7.5,80,Drama,Romance,NA,41.68
Man on the Moon,1999,R,118,7.4,58,Biography,Comedy,Drama,34.58
Spartacus,1960,NA,197,7.9,87,Adventure,Biography,Drama,30
Scream 3,2000,R,116,5.6,56,Horror,Mystery,NA,89.14
Killer Elite,2011,R,116,6.4,44,Action,Crime,Thriller,25.12
Sicario: Day of the Soldado,2018,17+,122,7.1,61,Action,Adventure,Crime,50.07
8MM,1999,R,123,6.5,19,Crime,Drama,Mystery,36.66
The Lost Boys,1987,NA,97,7.3,63,Comedy,Horror,NA,32.22
Gake no ue no Ponyo,2008,NA,101,7.7,86,Animation,Adventure,Comedy,15.09
Awakenings,1990,NA,121,7.8,74,Biography,Drama,NA,52.1
"Hail, Caesar!",2016,17+,106,6.3,72,Comedy,Drama,Music,30.08
Matchstick Men,2003,PG-13,116,7.3,61,Comedy,Crime,Drama,36.91
Labyrinth,1986,NA,101,7.4,50,Adventure,Family,Fantasy,12.73
Hollow Man,2000,R,112,5.8,24,Action,Horror,Sci-Fi,73.21
The Princess and the Frog,2009,NA,97,7.1,73,Animation,Adventure,Comedy,104.4
"Planes, Trains & Automobiles",1987,NA,93,7.6,72,Comedy,Drama,NA,49.53
Accepted,2006,PG-13,93,6.4,47,Comedy,NA,NA,36.32
John Q,2002,PG-13,116,7.1,30,Crime,Drama,Thriller,71.76
Rebecca,1940,NA,130,8.1,86,Drama,Mystery,Romance,4.36
Bad Boys for Life,2020,R,124,6.6,59,Action,Comedy,Crime,206.31
Strangers on a Train,1951,PG,101,7.9,88,Crime,Film-Noir,Thriller,7.63
Big Trouble in Little China,1986,NA,99,7.3,53,Action,Adventure,Comedy,11.1
The Founder,2016,PG-13,115,7.2,66,Biography,Drama,NA,12.79
Jack Ryan: Shadow Recruit,2014,PG-13,105,6.2,57,Action,Drama,Thriller,50.58
Fa yeung nin wah,2000,PG,98,8.1,85,Drama,Romance,NA,2.73
Me and Earl and the Dying Girl,2015,PG-13,105,7.7,74,Comedy,Drama,NA,6.74
In the Heart of the Sea,2015,PG-13,122,6.9,47,Action,Adventure,Biography,25.02
J. Edgar,2011,R,137,6.5,59,Biography,Drama,Romance,37.31
About Schmidt,2002,R,125,7.1,85,Comedy,Drama,NA,65.02
Life as We Know It,2010,PG-13,115,6.5,39,Comedy,Drama,Romance,53.37
Get Hard,2015,R,100,6,34,Comedy,Crime,NA,90.41
Daybreakers,2009,R,98,6.4,57,Action,Adventure,Fantasy,30.1
Majo no takkyûbin,1989,SU,103,7.8,83,Animation,Adventure,Drama,NA
Savages,2012,R,131,6.5,59,Crime,Drama,Thriller,47.38
Lady and the Tramp,1955,G,76,7.3,78,Animation,Adventure,Comedy,93.6
Max Payne,2008,PG-13,100,5.4,31,Action,Crime,Drama,40.69
Eragon,2006,PG,104,5.1,38,Action,Adventure,Family,75.03
The Thing,I 2011,R,103,6.2,49,Horror,Mystery,Sci-Fi,16.93
Glory,1989,NA,122,7.8,78,Biography,Drama,History,26.83
The Killing of a Sacred Deer,2017,21+,121,7,73,Drama,Horror,Mystery,2.29
Highlander,1986,R,116,7.1,24,Action,Adventure,Fantasy,5.9
Rambo III,1988,NA,102,5.8,36,Action,Adventure,NA,53.72
Doubt,I 2008,PG-13,104,7.5,68,Drama,Mystery,NA,33.42
Papillon,1973,R,151,8,58,Biography,Crime,Drama,53.27
Pleasantville,1998,PG-13,124,7.5,71,Comedy,Drama,Fantasy,40.57
The Bounty Hunter,I 2010,PG-13,110,5.6,22,Action,Comedy,Romance,67.06
The Watch,I 2012,R,102,5.7,36,Comedy,Sci-Fi,NA,35.35
"Love, Rosie",2014,R,102,7.2,44,Comedy,Romance,NA,0.02
The Score,2001,R,124,6.8,71,Action,Crime,Drama,71.07
Casper,1995,PG,100,6.1,49,Comedy,Family,Fantasy,100.33
Charlie's Angels: Full Throttle,2003,PG-13,106,4.9,48,Action,Adventure,Comedy,100.83
Escape from Alcatraz,1979,NA,112,7.6,76,Action,Biography,Crime,43
The Big Sick,2017,R,120,7.5,86,Comedy,Drama,Romance,42.87
Johnny English Reborn,2011,PG,101,6.3,46,Action,Adventure,Comedy,8.31
Halloween,I 2018,17+,106,6.5,67,Crime,Horror,Thriller,159.34
All About Eve,1950,NA,138,8.2,98,Drama,NA,NA,0.01
The Parent Trap,1998,PG,128,6.5,64,Adventure,Comedy,Drama,66.31
Wild,I 2014,R,115,7.1,76,Biography,Drama,NA,37.88
The Ballad of Buster Scruggs,2018,R,133,7.3,79,Comedy,Drama,Musical,NA
Hall Pass,2011,R,105,5.8,45,Comedy,Romance,NA,45.06
Bronson,2008,R,92,7.1,71,Action,Biography,Crime,0.1
Tremors,1990,NA,96,7.1,65,Comedy,Horror,NA,16.67
Friday the 13th,1980,NA,95,6.5,22,Horror,Mystery,Thriller,39.75
The Firm,1993,R,154,6.8,58,Drama,Mystery,Thriller,158.35
My Big Fat Greek Wedding,2002,PG,95,6.5,62,Comedy,Drama,Romance,241.44
Hairspray,2007,PG,117,6.6,81,Comedy,Drama,Musical,118.87
The Shallows,2016,13+,86,6.3,59,Drama,Horror,Thriller,55.12
The Exorcism of Emily Rose,2005,D,119,6.7,46,Drama,Horror,Thriller,75.07
The Walk,II 2015,PG,123,7.3,70,Action,Adventure,Biography,10.14
Evolution,2001,PG-13,101,6.1,40,Comedy,Sci-Fi,NA,38.35
Outbreak,1995,R,127,6.6,64,Action,Drama,Thriller,67.82
Safety Not Guaranteed,2012,R,86,7,72,Comedy,Drama,Romance,4.01
Cliffhanger,1993,R,113,6.4,60,Action,Adventure,Thriller,84.05
Irréversible,2002,NA,97,7.4,51,Crime,Drama,Mystery,0.75
Australia,2008,PG-13,165,6.6,53,Adventure,Comedy,Drama,49.55
Carnage,2011,R,80,7.2,61,Comedy,Drama,NA,2.55
Dumbo,1941,G,64,7.2,96,Animation,Drama,Family,1.6
From Russia with Love,1963,PG,115,7.4,84,Action,Adventure,Thriller,24.8
Vice,I 2018,R,132,7.2,61,Biography,Comedy,Drama,47.84
Shanghai Noon,2000,PG-13,110,6.6,77,Action,Adventure,Comedy,56.94
The Bodyguard,1992,R,129,6.3,39,Action,Drama,Music,121.95
Blended,2014,PG-13,117,6.5,31,Comedy,Romance,NA,46.29
Ransom,1996,R,121,6.7,60,Action,Crime,Thriller,136.49
The Time Machine,2002,PG-13,96,6,42,Action,Adventure,Sci-Fi,56.68
The Prince of Egypt,1998,PG,99,7.1,64,Animation,Adventure,Drama,101.22
13 Hours,2016,R,144,7.3,48,Action,Drama,History,52.85
Mou gaan dou,2002,R,101,8,75,Action,Crime,Drama,0.17
R.I.P.D.,2013,PG-13,96,5.6,25,Action,Adventure,Comedy,33.62
The Strangers,2008,R,86,6.2,47,Horror,Thriller,NA,52.6
Star Trek: First Contact,1996,PG-13,111,7.6,71,Action,Adventure,Drama,92
What Lies Beneath,2000,PG-13,130,6.6,51,Drama,Fantasy,Horror,155.46
The Old Guard,2020,R,125,6.6,70,Action,Adventure,Fantasy,NA
Bill & Ted's Excellent Adventure,1989,NA,90,7,50,Adventure,Comedy,Music,40.49
The Kingdom,2007,17+,110,7,56,Action,Drama,Thriller,47.54
Flags of Our Fathers,2006,R,135,7,79,Action,Adventure,Drama,33.6
Kubo and the Two Strings,2016,13+,101,7.8,84,Animation,Action,Adventure,48.02
The Nun,2018,13+,96,5.3,46,Horror,Mystery,Thriller,117.45
Oculus,2013,R,104,6.5,61,Horror,Mystery,NA,27.7
Contraband,2012,R,109,6.5,51,Action,Crime,Drama,66.53
Babe,1995,NA,91,6.8,83,Comedy,Drama,Family,66.6
The 6th Day,2000,17+,123,5.9,49,Action,Mystery,Sci-Fi,34.6
Margin Call,2011,R,107,7.1,76,Drama,Thriller,NA,5.35
Night of the Living Dead,1968,NA,96,7.9,89,Horror,Thriller,NA,0.09
Nymphomaniac: Vol. I,2013,NA,117,6.9,64,Drama,NA,NA,0.79
The Phantom of the Opera,2004,PG-13,143,7.2,40,Drama,Musical,Romance,51.27
Antichrist,2009,NA,108,6.6,49,Drama,Horror,Thriller,0.4
The 13th Warrior,1999,R,102,6.6,42,Action,Adventure,History,32.7
The Brothers Grimm,2005,PG-13,118,5.9,51,Action,Adventure,Comedy,37.92
Mallrats,1995,R,94,7.1,41,Comedy,Romance,NA,2.12
AVPR: Aliens vs Predator - Requiem,2007,R,94,4.7,29,Action,Adventure,Fantasy,41.8
Robin Hood: Men in Tights,1993,PG-13,104,6.7,44,Adventure,Comedy,Musical,35.74
Sex and the City,2008,R,145,5.6,53,Comedy,Drama,Romance,152.65
Jennifer's Body,2009,R,102,5.2,47,Comedy,Horror,NA,16.2
The Predator,2018,17+,107,5.3,48,Action,Adventure,Sci-Fi,51.02
If I Stay,2014,PG-13,107,6.7,46,Drama,Fantasy,Music,50.47
This Is England,2006,NA,101,7.7,86,Crime,Drama,NA,0.33
House of Wax,2005,R,113,5.3,41,Horror,Thriller,NA,32.06
Y tu mam?también,2001,R,106,7.6,88,Drama,NA,NA,13.62
Stalker,1979,NA,162,8.2,NA,Drama,Sci-Fi,NA,0.23
Mr. Bean's Holiday,2007,G,90,6.4,56,Comedy,Family,NA,33.3
Nerve,I 2016,PG-13,96,6.5,58,Adventure,Crime,Drama,38.58
Happy Death Day,2017,17+,96,6.6,58,Horror,Mystery,Thriller,55.68
Empire of the Sun,1987,NA,153,7.7,62,Action,Drama,History,22.24
Robin Hood,1973,NA,83,7.6,57,Animation,Adventure,Comedy,32.06
I Origins,2014,R,106,7.4,57,Drama,Mystery,Romance,0.33
Priest,2011,PG-13,87,5.7,41,Action,Horror,Thriller,29.14
Saw V,2008,21+,92,5.8,20,Horror,Mystery,NA,56.75
Carol,2015,R,118,7.2,94,Drama,Romance,NA,12.71
One Hour Photo,2002,R,96,6.8,64,Drama,Thriller,NA,31.6
Lights Out,II 2016,PG-13,81,6.3,58,Drama,Horror,Mystery,67.27
Funny People,2009,R,146,6.3,60,Comedy,Drama,NA,51.86
Leaving Las Vegas,1995,R,111,7.5,82,Drama,Romance,NA,31.97
Wild Hogs,2007,PG-13,100,5.8,27,Action,Adventure,Comedy,168.27
Serbuan maut 2: Berandal,2014,R,150,8,71,Action,Crime,Thriller,2.63
The Treasure of the Sierra Madre,1948,NA,126,8.2,98,Adventure,Drama,Western,5.01
The Meaning of Life,1983,NA,107,7.5,NA,Comedy,Musical,NA,14.93
Police Academy,1984,NA,96,6.7,41,Comedy,NA,NA,81.2
Scary Movie 4,2006,PG-13,83,5.1,40,Comedy,Horror,NA,90.71
Twins,1988,NA,107,6.1,53,Comedy,Crime,NA,111.94
Let Me In,I 2010,R,116,7.1,79,Drama,Fantasy,Horror,12.13
Valentine's Day,I 2010,PG-13,125,5.7,34,Comedy,Romance,NA,110.49
City of Angels,1998,PG-13,114,6.7,54,Drama,Fantasy,Romance,78.69
Parker,2013,R,118,6.2,42,Action,Crime,Thriller,17.62
The Visit,I 2015,PG-13,94,6.2,55,Horror,Mystery,Thriller,65.21
Bad Moms,2016,17+,100,6.2,60,Comedy,NA,NA,113.26
Journey to the Center of the Earth,2008,PG,93,5.8,57,Action,Adventure,Family,101.7
Neighbors 2: Sorority Rising,2016,R,92,5.7,58,Comedy,NA,NA,55.46
TRON,1982,NA,96,6.8,58,Action,Adventure,Sci-Fi,33
Ghost World,2001,R,111,7.3,88,Comedy,Drama,NA,6.22
Red Eye,2005,D,85,6.4,71,Thriller,NA,NA,57.89
Dirty Grandpa,2016,R,102,5.9,21,Comedy,NA,NA,35.59
Barton Fink,1991,R,116,7.7,69,Comedy,Drama,Thriller,6.15
T2 Trainspotting,2017,17+,117,7.2,67,Drama,NA,NA,2.4
Pay It Forward,2000,PG-13,123,7.2,40,Drama,NA,NA,33.52
Flushed Away,2006,SU,85,6.6,74,Animation,Adventure,Comedy,64.67
Tears of the Sun,2003,R,121,6.6,48,Action,Drama,Thriller,43.73
Tag,I 2018,R,100,6.5,56,Action,Comedy,NA,54.55
Star Trek II: The Wrath of Khan,1982,PG,113,7.7,67,Action,Adventure,Sci-Fi,78.91
From Paris with Love,2010,R,92,6.5,42,Action,Crime,Thriller,23.98
A Walk Among the Tombstones,2014,R,114,6.5,57,Action,Crime,Drama,26.31
The Call,II 2013,R,96,6.7,51,Crime,Drama,Horror,51.87
The Kid,1921,NA,68,8.3,NA,Comedy,Drama,Family,5.45
Nebraska,2013,R,115,7.7,87,Adventure,Comedy,Drama,17.65
Despicable Me 3,2017,13+,89,6.3,49,Animation,Adventure,Comedy,264.62
Any Given Sunday,1999,R,162,6.9,52,Drama,Sport,NA,75.53
The Giver,2014,PG-13,97,6.5,47,Drama,Romance,Sci-Fi,45.09
Ran,1985,NA,162,8.2,96,Action,Drama,War,4.14
National Lampoon's Animal House,1978,NA,109,7.5,79,Comedy,NA,NA,0.2
Something's Gotta Give,2003,PG-13,128,6.7,66,Comedy,Drama,Romance,124.73
Annabelle: Creation,2017,17+,109,6.5,62,Horror,Mystery,Thriller,102.09
The Crazies,2010,R,101,6.5,56,Horror,Thriller,NA,39.12
Dawn of the Dead,1978,NA,127,7.9,71,Action,Adventure,Horror,5.1
Rang De Basanti,2006,NA,167,8.2,NA,Comedy,Crime,Drama,2.2
Anastasia,1997,NA,94,7.2,61,Animation,Adventure,Drama,58.41
Water for Elephants,2011,PG-13,122,6.9,52,Drama,Romance,NA,58.71
Brothers,I 2009,R,105,7.1,58,Action,Drama,Thriller,28.5
Jeepers Creepers,2001,R,90,6.2,49,Horror,Mystery,NA,37.9
The Host,2013,PG-13,125,5.9,35,Action,Adventure,Drama,26.63
Maze Runner: The Death Cure,2018,13+,143,6.2,50,Action,Adventure,Sci-Fi,58.03
Freddy vs. Jason,2003,R,97,5.7,37,Action,Horror,NA,82.62
The Faculty,1998,R,104,6.5,61,Horror,Sci-Fi,NA,40.06
Ghost Rider: Spirit of Vengeance,2011,PG-13,96,4.3,34,Action,Fantasy,Thriller,51.77
Catwoman,2004,PG-13,104,3.4,27,Action,Crime,Fantasy,40.2
Enola Holmes,2020,PG-13,123,6.6,68,Action,Adventure,Crime,NA
Yesterday,III 2019,17+,116,6.8,55,Comedy,Fantasy,Music,73.29
The Dreamers,2003,NC-17,115,7.2,62,Drama,Romance,NA,2.53
Once,I 2007,R,86,7.8,88,Drama,Music,Romance,9.44
Step Up,2006,PG-13,104,6.5,48,Crime,Drama,Music,65.33
The Family,I 2013,R,111,6.3,42,Comedy,Crime,Thriller,36.92
Ah-ga-ssi,2016,NA,145,8.1,84,Drama,Romance,Thriller,2.01
Phantom Thread,2017,R,130,7.5,90,Drama,Romance,NA,21.02
Premium Rush,2012,PG-13,91,6.5,66,Action,Crime,Thriller,20.28
Judge Dredd,1995,R,96,5.6,NA,Action,Crime,Sci-Fi,34.69
Charlie Wilson's War,2007,R,102,7,67,Biography,Comedy,Drama,66.66
Percy Jackson: Sea of Monsters,2013,PG,106,5.8,39,Adventure,Family,Fantasy,68.56
Bicentennial Man,1999,PG,132,6.9,42,Comedy,Drama,Sci-Fi,58.22
Miami Vice,2006,R,132,6,65,Action,Crime,Drama,63.45
The Whole Nine Yards,2000,NA,98,6.7,47,Comedy,Crime,NA,57.26
Ang-ma-reul bo-at-da,2010,NA,144,7.8,67,Action,Crime,Drama,0.13
The Way Back,I 2010,PG-13,133,7.3,66,Adventure,Drama,History,2.7
Trance,I 2013,R,101,6.9,61,Crime,Drama,Mystery,2.32
The Life of David Gale,2003,R,130,7.6,31,Crime,Drama,Thriller,19.59
The French Connection,1971,NA,104,7.7,94,Action,Crime,Drama,15.63
They Live,1988,NA,94,7.3,55,Action,Horror,Sci-Fi,13.01
Death at a Funeral,2007,R,90,7.4,67,Comedy,NA,NA,8.58
The Nutty Professor,1996,PG-13,95,5.6,62,Comedy,Romance,Sci-Fi,128.81
Halloween,2007,R,109,6.1,47,Adventure,Family,Fantasy,58.27
Hunt for the Wilderpeople,2016,PG-13,101,7.9,81,Adventure,Comedy,Drama,5.2
Serpico,1973,NA,130,7.7,87,Biography,Crime,Drama,29.8
Dil Bechara,2020,NA,101,7.9,NA,Comedy,Drama,Romance,NA
Rat Race,2001,PG-13,112,6.4,52,Action,Adventure,Comedy,56.62
Wrong Turn,I 2003,R,84,6.1,32,Horror,Thriller,NA,15.42
The Jacket,2005,D,103,7.1,44,Drama,Fantasy,Mystery,6.3
The Butler,I 2013,PG-13,132,7.2,65,Biography,Drama,NA,116.63
Spy Kids,2001,13+,88,5.5,71,Action,Adventure,Comedy,112.72
Allegiant,2016,PG-13,120,5.7,33,Action,Adventure,Mystery,66.18
Wild Things,1998,R,108,6.5,52,Crime,Drama,Mystery,29.75
Red Riding Hood,2011,PG-13,100,5.5,29,Fantasy,Horror,Mystery,37.66
Witness for the Prosecution,1957,NA,116,8.4,NA,Crime,Drama,Mystery,8.18
The Mule,2018,17+,116,7,58,Crime,Drama,Thriller,103.8
Shi mian mai fu,2004,PG-13,119,7.5,89,Action,Adventure,Drama,11.05
Field of Dreams,1989,NA,107,7.5,57,Drama,Family,Fantasy,64.43
The Boss Baby,2017,SU,97,6.3,50,Animation,Adventure,Comedy,175
Daddy's Home,2015,SU,96,6.2,42,Comedy,Family,NA,150.36
La migliore offerta,2013,R,131,7.8,49,Crime,Drama,Mystery,0.09
Seeking a Friend for the End of the World,2012,R,101,6.7,59,Adventure,Comedy,Drama,6.62
Entrapment,1999,PG-13,113,6.3,54,Action,Crime,Romance,87.7
Men in Black: International,2019,13+,114,5.6,38,Action,Adventure,Comedy,80
